ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุหาดขาม **,หาดขาม,กุยบุรี,ประจวบคีรีขันธ์,,032-822269-71,032-822269 ,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุประจวบคีรีขันธุ์,ประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,,032-602341,032-602341,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเขาล้าน,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์,,032-546587,032-546587,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุกำเนิดนพคุณ,กำเนิดนพคุณ,บางสะพาน,ประจวบคีรีขันธ์,,032-818160,032-818160,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุไชยราช,ไชยราช,บางสะพานน้อย,ประจวบคีรีขันธ์,,032-694619,032-694619,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุทม.ปราจีนบุรี,หน้าเมือง,เมืองปราจีนบุรี,ปราจีนบุรี,,"037-212163
037-214477",037-214477,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบ้านนาปรือ,เนินหอม,เมืองปราจีนบุรี,ปราจีนบุรี,,037-407495,037-407495,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุหนองแสง,หนองแสง,ประจันตคาม,ปราจีนบุรี,,037-398664,037-398664,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบ้านสร้าง,บ้านสร้าง,บ้านสร้าง,ปราจีนบุรี,,037-271228,037-271228,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเขาไม้แก้ว,เขาไม้แก้ว,กบินทร์บุรี,ปราจีนบุรี,,037-218918 ,037-218919,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุดงกระทงยาม,กระทงยาม,ศรีมหาโพธิ,ปราจีนบุรี,,037-213488,037-213488,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนาดี,สำพันตา,นาดี,ปราจีนบุรี,,037-289086,037-289086,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุโคกปีบ,โคกปีบ,ศรีมโหสถ,ปราจีนบุรี,,037-276114,037-276114,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเมืองอโยธยา **,ไผ่ลิง,พระนครศรีอยุธยา,พระนครศรีอยุธยา,,0 3588 1571-3,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุมหาราช,หัวไผ่,มหาราช,พระนครศรีอยุธยา,,0 3522 8325,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบ้านแพน,บ้านแพน,เสนา,พระนครศรีอยุธยา,,0 3525 4199,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุอุทัย,อุทัย,อุทัย,พระนครศรีอยุธยา,,0 3535 6255,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุภาชี,ภาชี,ภาชี,พระนครศรีอยุธยา,,0 3531 1021,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุพุทเลา,พุทเลา,บางปะหัน,พระนครศรีอยุธยา,,0 3526 2289,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุตลาดเกรียบ **,ตลาดเกรียบ,บางปะอิน,พระนครศรีอยุธยา,,0 3526 4002-3,0 3526 4002-3,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุท่าเรือ,ท่าเรือ,ท่าเรือ,พระนครศรีอยุธยา,,0 3534 1042,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบางซ้าย,บางซ้าย,บางซ้าย,พระนครศรีอยุธยา,,0 3537 5364,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบางบาล,บางชะนี,บางบาล,พระนครศรีอยุธยา,,0 3520 0773,0 3520 0775,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนครหลวง **,นครหลวง,นครหลวง,พระนครศรีอยุธยา,,0 3535 9200,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุท่าดินแดง,ท่าดินแดง,ผักไห่,พระนครศรีอยุธยา,,0 3539 7050,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุคู้สลอด,คู้สลอด,ลาดบัวหลวง,พระนครศรีอยุธยา,,0 3578 8072,0 3578 8072,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุพยอม,พะยอม,วังน้อย,พระนครศรีอยุธยา,,0 3531 6860,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบ้านแพรก,บ้านแพรก,บ้านแพรก,พระนครศรีอยุธยา,,0 3538 6838,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุไม้ตรา,ไม้ตรา,บางที,พระนครศรีอยุธยา,,0 3523 8129,,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุดอนยาง,ดอนยาง,เมืองเพชรบุรี,เพชรบุรี,,032-497070,032-497070,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุช่องสะแก **,ช่องสะแก,เมืองเพชรบุรี,เพชรบุรี,,032-400058,032-400058,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุชะอำ,ชะอำ,ชะอำ,เพชรบุรี,,032-471124,032-471124,,,,,,,,,,,,,,,,,,,
